text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
"Is there one or more collective bargaining agreements ( CBA ) in place ? If so , will you please provide a copy ",10.02,TimesNewRomanPSMT,400,4,108,539.33,608.27,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
of each CBA ?,10.02,TimesNewRomanPSMT,400,4,108,164.61,595.02,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"There are 6 CBAs . ( Metal , Construccion , basura , limpieza , jardinaeria y limpieza Hospital ). ",10.02,TimesNewRomanPS-BoldMT,700,4,108,502.53,581.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"17 . Classification Requirements . Reference Solicitation Section L Instructions , paragraph 5 ( page 31 ). ",10.02,TimesNewRomanPSMT,400,4,90,501.72,555.35,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Classification requirements ( Classifications per Registro Central de Empresas Consultoras o de Servicios ),10.02,TimesNewRomanPSMT,400,4,108,532.22,542.16,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"are restricted to the Prime Contractor and not their subcontractors . To our knowledge , only the incumbent ",10.02,TimesNewRomanPSMT,400,4,108,530.99,528.89,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Contractor can meet these requirements . Can a Prime Contractor , who is not in a Joint Venture ",10.02,TimesNewRomanPSMT,400,4,108,489.58,515.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"arrangement , use the Classifications of their Subcontractors for specialized trades ( i . e . Pest Control ) where ",10.02,TimesNewRomanPSMT,400,4,108,534.6,502.43,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
the volume of the specialized trade work is minimal ( i . e . it does not exceed 25 % of the total contract,10.02,TimesNewRomanPSMT,400,4,108,509.61,489.24,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
volume )? The Subcontractor â€™ s Classifications should be considered relevant and â€œ pass through â€ù the Prime,10.02,TimesNewRomanPSMT,400,4,108,535.27,476.04,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Contractor meeting the solicitation requirements . If not , why not ? ",10.02,TimesNewRomanPSMT,400,4,108,373.15,462.78,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
See revised Section L .,10.02,TimesNewRomanPS-BoldMT,700,4,108,200.81,449.46,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"18 . Proposal Due Date : The solicitation requirements are complex . Since the site visit is not till 25 June , more ",10.02,TimesNewRomanPSMT,400,4,90,535.2,423.12,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
questions will arise thus more time will be needed for the US Government to answer these questions and,10.02,TimesNewRomanPSMT,400,4,108,526.55,409.91,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
for contractors to incorporate their impacts in their proposal . The time available to complete proposals,10.02,TimesNewRomanPSMT,400,4,108,519.57,396.66,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
after the 25 June site visit is unrealistic . Will the US Government extend the proposal due date till 30 days,10.02,TimesNewRomanPSMT,400,4,108,535.5,383.45,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
after the site visit to allow Contractors more time to complete their proposal ?,10.02,TimesNewRomanPSMT,400,4,108,416.28,370.2,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"The U . S . Government has extended the proposal due date to July 6 , 2014 , 2:00 p . m . Central ",10.02,TimesNewRomanPS-BoldMT,700,4,108,497.87,356.88,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
European Summer Time .,10.02,TimesNewRomanPS-BoldMT,700,4,108,216.71,343.67,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"19 . Host Nation Labor Law and Employee Transfer Right : According to Spanish labor law , the current ",10.02,TimesNewRomanPSMT,400,4,90,507.02,317.33,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
contractor â€™ s employees have a right of transfer to the new contractor if the incumbent is unsuccessful .,10.02,TimesNewRomanPSMT,400,4,108,515.27,304.07,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Accordingly , please provide the â€œ Birthday List â€ù of the contractor â€™ s current employees to include position , ",10.02,TimesNewRomanPSMT,400,4,108,531.63,290.87,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"date of birth , employment start date , monthly salary , benefits and a copy of any union or employee tariff ",10.02,TimesNewRomanPSMT,400,4,108,525.87,277.68,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
agreement . This information is needed to calculate labor costs for the positions needed for the performance,10.02,TimesNewRomanPSMT,400,4,108,538.74,264.41,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
of the work .,10.02,TimesNewRomanPSMT,400,4,108,156.63,251.22,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Host Nation Labor Law and Employee Transfer Right : Current Contractor will provide the list as,10.02,TimesNewRomanPS-BoldMT,700,4,108,526.84,237.83,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
upon individual request .,10.02,TimesNewRomanPS-BoldMT,700,4,108,212.3,224.63,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
20 . Computerized Maintenance Management System ( CMMS ). It is unclear which system is required and if,10.02,TimesNewRomanPSMT,400,4,90,527.05,198.3,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"this is US Government provided software . Please specify the name , version of required CMMS and if the ",10.02,TimesNewRomanPSMT,400,4,108,531.55,185.08,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
US Government will provide this software . What are the interface requirements of this CMMS system to,10.02,TimesNewRomanPSMT,400,4,108,529.97,171.84,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
other US Government automated systems ?,10.02,TimesNewRomanPSMT,400,4,108,278.95,158.62,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
The U . S . Government will provide access as needed .,10.02,TimesNewRomanPS-BoldMT,700,4,108,329.79,145.3,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
21 . Government Furnished Facilities . Reference Specifications Section 0200000 Management and,10.02,TimesNewRomanPSMT,400,4,90,488.51,118.97,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Administration ; paragraph 2.4 Government-Furnished Facilities . It is clear that the US Government will,10.02,TimesNewRomanPSMT,400,4,108,526.58,105.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
provide space for the Contractor to build / install an administrative facility at the Contractor â€™ s cost .,10.02,TimesNewRomanPSMT,400,4,108,498.51,92.51,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
N33191-14-R-1010,10.02,TimesNewRomanPSMT,400,5,461.11,539.96,746.82,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
3,10.02,TimesNewRomanPSMT,400,5,519.97,539.96,735.3,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Page 5 of 10,10.02,TimesNewRomanPSMT,400,5,489.65,539.99,723.83,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"However , are there any other US Government facilities , such as fenced or secured storage areas , ",10.02,TimesNewRomanPSMT,400,5,108,493.3,700.79,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"warehouses , shops , parking areas , motor pools , etc ., provided for the Contractor â€™ s use on or off base ? ",10.02,TimesNewRomanPSMT,400,5,108,513.17,687.6,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
No .,10.02,TimesNewRomanPS-BoldMT,700,5,108,122.75,674.28,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"22 . As some of the Certificates of Classification are very specific ( M-1-B â€œ Sanitation , disinfection and pest and ",10.02,TimesNewRomanPSMT,400,5,90,539,647.94,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"rodent control â€ù) is it possible , and more importantly , would it be â€œ compliant â€ù to subcontract this service , ",10.02,TimesNewRomanPSMT,400,5,108,529.36,634.68,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
appoint the company within our offer as â€œ nominated subcontractor â€ù and include the Certificate of,10.02,TimesNewRomanPSMT,400,5,108,498.11,621.48,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Classification of our nominated subcontractor in our offer ?,10.02,TimesNewRomanPSMT,400,5,108,343.79,608.27,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"If it is possible , is there any limit on the % that can be subcontracted ? ",10.02,TimesNewRomanPSMT,400,5,108,385.93,595.02,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
See revised Section L .,10.02,TimesNewRomanPS-BoldMT,700,5,108,200.8,581.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
23 . Our potential Joint Venture partner meets Classifications required of contract stated in the solicitation,10.02,TimesNewRomanPSMT,400,5,90,514.86,555.35,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Section L Page 31 5 . b . "" Offerors shall submit a certified copy of the updated Certificate of Classification ",10.02,TimesNewRomanPSMT,400,5,108,527.61,542.16,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"with their price proposal ."" Please clarify if Prime Contractor and / or the Joint Venture is required to obtain ",10.02,TimesNewRomanPSMT,400,5,108,536.76,528.89,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
separate independent set of Certificates of Classification .,10.02,TimesNewRomanPSMT,400,5,108,336.06,515.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"As long as one member of the Joint Venture meets the Classifications required in Section L , then the ",10.02,TimesNewRomanPS-BoldMT,700,5,108,535.31,502.32,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
JV as whole meets the requirement .,10.02,TimesNewRomanPS-BoldMT,700,5,108,260.3,489.11,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
24 . Could you please clarify the statement regarding what Past Performance is acceptable by our potential joint,10.02,TimesNewRomanPSMT,400,5,90,537.66,462.78,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"venture partner-- Specifically , if they performed a relevant for the government of Spain will be considered ",10.02,TimesNewRomanPSMT,400,5,108,533.5,449.58,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
as acceptable Past Performance ?,10.02,TimesNewRomanPSMT,400,5,108,238.19,436.31,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Joint Venture offerors must include at least one relevant contract for each partner , where each ",10.02,TimesNewRomanPS-BoldMT,700,5,108,512.12,422.99,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
partner performed as the prime contractor by itself or as part of a joint venture . The contracts may,10.02,TimesNewRomanPS-BoldMT,700,5,108,534.79,409.8,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
be contracts completed only for the U . S . Government .,10.02,TimesNewRomanPS-BoldMT,700,5,108,337.48,396.53,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"25 . Can a no Spanish firm participate to the solicitation ? Specifically , we are an Italian Company which has the ",10.02,TimesNewRomanPSMT,400,5,90,539.1,370.2,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"equivalent Classification of Registro Oficial de Contratistas , Ministerio de Economia y Hacienda for the ",10.02,TimesNewRomanPSMT,400,5,108,525.17,358.73,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Italian Chamber of Commerce and not for the Spanish Government .,10.02,TimesNewRomanPSMT,400,5,108,380.19,347.21,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
See revised Section L .,10.02,TimesNewRomanPS-BoldMT,700,5,108,200.8,335.57,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
26 . Are Joint Ventures required to be registered in Spain or can the JV be registered as a US Company ?,10.02,TimesNewRomanPSMT,400,5,90,507.33,312.71,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
The Joint Venture can be registered as a U . S . Company .,10.02,TimesNewRomanPS-BoldMT,700,5,108,347.38,301.13,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
27 . Do both members of a Joint Venture need to submit a certified copy of their updated Certificate of,10.02,TimesNewRomanPSMT,400,5,90,501.68,278.22,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Classification or is it acceptable to have a submission from one member of the JV ?,10.02,TimesNewRomanPSMT,400,5,108,439.55,266.75,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"As long as one member of the Joint Venture meets the Classifications required in Section L , then the ",10.02,TimesNewRomanPS-BoldMT,700,5,108,535.31,255.11,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
JV as whole meets the requirement .,10.02,TimesNewRomanPS-BoldMT,700,5,108,260.3,241.91,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
28 . Can Foreign Nationals be utilized to perform work on this contract ?,10.02,TimesNewRomanPSMT,400,5,90,379.63,215.58,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Work performance shall be in compliance with the solicitation and Spanish Law .,10.02,TimesNewRomanPS-BoldMT,700,5,108,452.46,203.93,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"29 . Government Purchase Card : Reference 0200000 C Management and Administration , Specification ",10.02,TimesNewRomanPSMT,400,5,90,506.04,181.07,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
2.18.1.1 . â€œ The Contractor shall possess the capability to accept and perform IDIQ work via an electronic,10.02,TimesNewRomanPSMT,400,5,108,526.56,169.55,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
medium with Clients utilizing their Government Purchase Card .â€ù What was the amount of IDIQ activity,10.02,TimesNewRomanPSMT,400,5,108,524.86,158.03,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
purchased and for what type of work by the Government using Government Purchase Cards over the last,10.02,TimesNewRomanPSMT,400,5,108,527.45,146.57,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
three years ?,10.02,TimesNewRomanPSMT,400,5,108,155.93,135.05,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
The breakout between government purchase card use and task order issuance is not available .,10.02,TimesNewRomanPS-BoldMT,700,5,108,509.17,123.47,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
N33191-14-R-1010,10.02,TimesNewRomanPSMT,400,6,461.11,539.96,746.82,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
3,10.02,TimesNewRomanPSMT,400,6,519.97,539.96,735.3,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Page 6 of 10,10.02,TimesNewRomanPSMT,400,6,489.65,539.99,723.83,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"30 . Pricing of Phase-In : Reference Solicitation , N33191-14-R-1010 , Factor 3 , Management Approach . ",10.02,TimesNewRomanPSMT,400,6,90,503.18,700.79,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Management Approach requires a Phase-In Plan of not more than 90 days . To what ELIN do the bidders,10.02,TimesNewRomanPSMT,400,6,108,526.34,687.6,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
provide their Phase-In pricing ?,10.02,TimesNewRomanPSMT,400,6,108,232.15,674.41,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Phase in pricing should be incorporated into their Base Year Period of Performance ELINs .,10.02,TimesNewRomanPS-BoldMT,700,6,108,499.75,661.01,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"31 . CMMS : Reference 0200000 C Management and Administration , Specification Item 2 .â€ù Direct Entry â€ù. ",10.02,TimesNewRomanPSMT,400,6,90,514.94,634.68,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Please define â€œ direct entry â€ù. Does this mean â€œ manual â€ù data entry of the fields into the Government,10.02,TimesNewRomanPSMT,400,6,108,503.36,621.48,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"System â€™ s data fields , or can the Contractor electronically transfer the data to the Government Systems by ",10.02,TimesNewRomanPSMT,400,6,108,527.99,608.27,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
other Government approved means ?,10.02,TimesNewRomanPSMT,400,6,108,253.23,595.02,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Yes , if other Government approved means are available . ",10.02,TimesNewRomanPS-BoldMT,700,6,108,348.77,581.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"32 . Key Personnel : Reference 0200000 C . Management and Administration , Spec Item 2.7.1.2 . â€œ The ",10.02,TimesNewRomanPSMT,400,6,90,496.63,555.35,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Contractor shall provide an overall site QM and a separate Hospital facilities PM who shall have full,10.02,TimesNewRomanPSMT,400,6,108,510.73,542.16,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
authority and responsibility for assuring performance objectives and standards identified in this contract are,10.02,TimesNewRomanPSMT,400,6,108,538.77,528.89,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
met â€ù. Please clarify the Government â€™ s expectation in this sentence . It appears the Government is stipulating,10.02,TimesNewRomanPSMT,400,6,108,538.94,515.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"one overall Site QC Manager , and an additional Project Manager to oversee the hospital operations . ",10.02,TimesNewRomanPSMT,400,6,108,506.91,502.43,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Yes , hospital services require a separate QC Manager . ",10.02,TimesNewRomanPS-BoldMT,700,6,108,340.02,489.11,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"33 . PPI # 05 : Missing Attachments : Please Provide Attachments J-1502000-23 ( Site Maps ), J-1700000-04 ",10.02,TimesNewRomanPSMT,400,6,90,513.56,462.78,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"( Route Maps ), J-1503030-04 ( Solid Frequency Historical Data ) and J-1503030-04 ( Solid Waste Site ",10.02,TimesNewRomanPSMT,400,6,108,512.1,449.58,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Maps ). These files do not appear to be in the RFP workload package .,10.02,TimesNewRomanPSMT,400,6,108,384.73,436.32,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
See Integrated Solid Waste Container Location and Inventory .,10.02,TimesNewRomanPS-BoldMT,700,6,108,375.25,423,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"34 . Service Requests : Reference Attachment J-1502000-20 , Number of Service requests . Please confirm the ",10.02,TimesNewRomanPSMT,400,6,90,525.35,396.66,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
time period that these quantities represent . Request that the Government provide the same breakout by each,10.02,TimesNewRomanPSMT,400,6,108,538.57,383.45,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
performance year for current contract . This workload data is needed to calculate our price .,10.02,TimesNewRomanPSMT,400,6,108,469.31,370.2,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Yes , same breakout by each performance year . ",10.02,TimesNewRomanPS-BoldMT,700,6,108,308.06,356.88,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"35 . Service Requests : Reference Attachment J-1502000-20 , Number of Service requests . Please confirm that ",10.02,TimesNewRomanPSMT,400,6,90,530.64,330.53,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
these quantities represent only Service Orders and that they do not represent any repair work that would be,10.02,TimesNewRomanPSMT,400,6,108,535.47,317.33,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
considered IMP activity in this contract .,10.02,TimesNewRomanPSMT,400,6,108,268.58,304.07,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Yes , quantities represent only service calls . ",10.02,TimesNewRomanPS-BoldMT,700,6,108,290.53,290.75,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"36 . Contract Threshold : Reference Attachment J-1502000-20 , Number of Service requests . Please confirm the ",10.02,TimesNewRomanPSMT,400,6,90,536.81,264.41,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
contract thresholds that are ascribed to these representative service order quantities . Were these quantities,10.02,TimesNewRomanPSMT,400,6,108,530.59,251.22,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"subject to the $ 3,000 and 80 hour threshold ? ",10.02,TimesNewRomanPSMT,400,6,108,285.69,237.95,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
See 0200000 Management and Administration 2.17.2.4 .,10.02,TimesNewRomanPS-BoldMT,700,6,108,342.71,224.63,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"37 . Missing Information : Reference 1502000 Facility Investment , Specification No 3.3.25.1 . The related ",10.02,TimesNewRomanPSMT,400,6,90,514.16,198.3,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
information indicates that the date of the last certifications was provided in Attachment J-1502000-14 . We,10.02,TimesNewRomanPSMT,400,6,108,533.75,185.09,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"could not find , please provide certifications dates per boiler . ",10.02,TimesNewRomanPSMT,400,6,108,348.59,171.84,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Certifications are annually .,10.02,TimesNewRomanPS-BoldMT,700,6,108,224.96,158.52,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"38 . Missing Information : Reference 1502000 Facility Investment , Specification No 3.3.25.2 . The related ",10.02,TimesNewRomanPSMT,400,6,90,514.16,132.17,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
information indicates that the date of the last certifications for VTE is provided in Attachment J-1502000-,10.02,TimesNewRomanPSMT,400,6,108,532.12,118.97,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"14 . We could not find , please provide certifications dates per elevator . ",10.02,TimesNewRomanPSMT,400,6,108,388.85,105.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Certifications are annually .,10.02,TimesNewRomanPS-BoldMT,700,6,108,224.96,92.38,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
N33191-14-R-1010,10.02,TimesNewRomanPSMT,400,7,461.11,539.96,746.82,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
3,10.02,TimesNewRomanPSMT,400,7,519.97,539.96,735.3,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Page 7 of 10,10.02,TimesNewRomanPSMT,400,7,489.65,539.99,723.83,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"39 . Plumbing Systems : Reference 1502000 Facility Investment , Specification No 3.3.27 , Plumbing Systems . ",10.02,TimesNewRomanPSMT,400,7,90,528.19,700.79,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Performance objective indicates that repair would be performed under the IMP . However Attachment J-,10.02,TimesNewRomanPSMT,400,7,108,524.08,687.6,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
1502000-14 indicates that repair would be provided as Service Calls . Please clarify .,10.02,TimesNewRomanPSMT,400,7,108,443.32,674.41,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Plumbing systems are IMP , however , after regular hours , repairs will be ordered under service calls . ",10.02,TimesNewRomanPS-BoldMT,700,7,108,537.53,661.01,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"40 . Historical Data : Reference 1502000 Facility Investment , Specification No 3.3 Hospital Integrated ",10.02,TimesNewRomanPSMT,400,7,90,499.04,634.68,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Maintenance Program . The Government indicates it has no historical data on IMP repairs , when it is a ",10.02,TimesNewRomanPSMT,400,7,108,516.39,621.48,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
contract requirement to input such data into the DMLSS ( for the hospital ) and the Government Maximo for,10.02,TimesNewRomanPSMT,400,7,108,537.48,608.27,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"Facility Investment work . We request that you provide all repair data ( Service Call , or IMP ) by functional ",10.02,TimesNewRomanPSMT,400,7,108,531.78,595.02,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"area over the last several contract years , preferably showing number of orders , labor hours by service ",10.02,TimesNewRomanPSMT,400,7,108,512.63,581.81,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"support function ( i . e ., electrical , hvac , pest control , plumbing ), labor cost , subcontractor cost and material . ",10.02,TimesNewRomanPSMT,400,7,108,532.94,568.56,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
This data is critical for the bidders so that they can mitigate contract risks .,10.02,TimesNewRomanPSMT,400,7,108,404.21,555.35,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
This information is not available . The current contract is based on different criteria .,10.02,TimesNewRomanPS-BoldMT,700,7,108,469.46,542.03,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
"41 . Historical Data : Reference 0200000 C Management and Administration , Specification Item 2.18 , IDIQ . ",10.02,TimesNewRomanPSMT,400,7,90,523.25,515.7,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Please provide workload history by contract year for the current contract showing a brief description of the,10.02,TimesNewRomanPSMT,400,7,108,535.74,502.43,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
Task Orders Ordered and the value of each Task Order so that we can appropriately size our support staff,10.02,TimesNewRomanPSMT,400,7,108,529.65,489.24,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
for this effort .,10.02,TimesNewRomanPSMT,400,7,108,163.83,476.04,612,792,no,eea56e1928dd25440b359cbb28f41816567c0271.file.pdf.tetml
